movieId,titleString,releaseYear,avgRating,oldId
5054,The Crew,2000,1.5,3884
5055,"Monsters, Inc.",2001,3.87,4886
5056,The Visit,2000,2.0,4260
5057,About Adam,2000,3.75,3862
5058,In the Cut,2003,2.83,6885
5059,Kikujirô no natsu,1999,3.67,8012
5060,Love & Basketball,2000,3.0,3554
5061,Red Planet,2000,2.35,3981
5062,Riding in Cars with Boys,2001,3.1,4867
5063,Rosetta,1999,4.0,3010
5064,Tifosi,1999,4.5,118530
5065,The Bank Job,2008,3.62,58295
5066,Bats,1999,2.5,2974
5067,Chuck & Buck,2000,2.5,3794
5068,Coyote Ugly,2000,2.74,3825
5069,The Golden Bowl,2000,4.0,3756
5070,The House of Mirth,2000,2.17,4024
5071,Kedamono no ken,1965,3.0,40578
5072,Life-Size,2000,4.0,170837
5073,Mein liebster Feind - Klaus Kinski,1999,4.0,3002
5074,Cheburashka,1971,5.0,172909
5075,Phörpa,1999,4.5,3241
5076,Whatever It Takes,2000,2.25,3454
5077,Rock Star,2001,2.5,4757
5078,A Room for Romeo Brass,1999,4.0,41712
5079,Two Family House,2000,5.0,3951
5080,The Way of the Gun,2000,3.12,3896
5081,Moulin Rouge!,2001,3.59,4308
5082,Men of Honor,2000,3.39,3980
5083,Sexy Beast,2000,3.71,4378
5084,Tillsammans,2000,3.71,4741
5085,You Can Count on Me,2000,4.17,3983
5086,The Omega Code,1999,2.0,2965
5087,Greenfingers,2000,1.5,4646
5088,Otoshiana,1962,3.5,92637
5089,Der Krieger und die Kaiserin,2000,3.86,4380
5090,One Night at McCool's,2001,3.4,4267
5091,Animal Factory,2000,2.5,8495
5092,Boys and Girls,2000,2.0,3743
5093,Exorcist: The Beginning,2004,2.5,8815
5094,The Watcher,2000,1.5,3895
5095,Une liaison pornographique,1999,4.75,3855
5096,Bring It On,2000,2.69,3882
5097,Deuce Bigalow: Male Gigolo,1999,2.32,3146
5098,Dr. T & the Women,2000,2.12,3953
5099,The Dish,2000,4.0,4225
5100,If These Walls Could Talk 2,2000,4.0,27246
5101,Keep the River on Your Right: A Modern Cannibal Tale,2000,3.5,4236
5102,Psycho Beach Party,2000,1.5,3830
5103,Save the Last Dance,2001,2.84,4054
5104,Joy Ride,2001,3.1,4821
5105,Dak ging san yan lui,1999,3.5,158721
5106,Woman on Top,2000,2.0,3909
5107,Children of Men,2006,3.95,48774
5108,Chris Rock: Bigger & Blacker,1999,3.75,128852
5109,Fast Food Fast Women,2000,4.5,4307
5110,The Man Who Cried,2000,3.5,4313
5111,Maybe Baby,2000,3.5,4740
5112,My First Mister,2001,3.33,4849
5113,What Women Want,2000,3.14,4018
5114,The 10th Kingdom,2000,2.75,27251
5115,Carnival Magic,1983,0.5,137517
5116,How to Kill Your Neighbor's Dog,2000,3.25,5131
5117,Tuesdays with Morrie,1999,3.5,7753
5118,Better Living Through Circuitry,1999,2.0,3625
5119,Big Momma's House,2000,2.18,3646
5120,Snatch,2000,4.16,4011
5121,Happy Accidents,2000,4.0,4738
5122,Tenshi no tamago,1985,3.25,114627
5123,Vinni-Pukh i den zabot,1972,5.0,163386
5124,Nuremberg,2000,4.0,66544
5125,The Contender,2000,3.07,3952
5126,Get Carter,2000,2.5,3946
5127,La stanza del figlio,2001,3.83,5073
5128,Iedereen beroemd!,2000,2.0,4926
5129,Karlson vernulsya,1970,5.0,172585
5130,Ken Park,2002,4.5,7976
5131,Memento,2000,4.12,4226
5132,The Mummy Returns,2001,3.09,4270
5133,Yi ge dou bu neng shao,1999,4.5,3289
5134,Skipped Parts,2000,4.0,3888
5135,Bad ma ra khahad bord,1999,3.5,27255
5136,The Wedding Planner,2001,2.91,4069
5137,The Cell,2000,3.04,3863
5138,Flowers for Algernon,2000,2.0,165529
5139,Gangster No. 1,2000,3.0,5423
5140,Ginger Snaps,2000,4.0,6820
5141,Girlfight,2000,3.67,3915
5142,Gekijôban Poketto Monsutâ Maboroshi no Pokemon Rugia Bakutan,1999,1.58,3799
5143,Things You Can Tell Just by Looking at Her,2000,4.0,7038
5144,Beautiful,2000,2.5,3912
5145,Center Stage,2000,3.25,3594
5146,Himalaya - l'enfance d'un chef,1999,3.5,4312
5147,Remember the Titans,2000,3.74,3916
5148,102 Dalmatians,2000,2.78,3991
5149,Bremenskie muzykanty,1969,5.0,159811
5150,Jason X,2001,1.19,5323
5151,Knockaround Guys,2001,2.5,5665
5152,The Luzhin Defence,2000,3.5,4259
5153,Tayna tretey planety,1981,5.0,104780
5154,Vinni-Pukh,1969,5.0,163072
5155,Vinni-Pukh idyot v gosti,1971,5.0,163112
5156,Le fabuleux destin d'Amélie Poulain,2001,4.18,4973
5157,Awake,2007,4.0,56169
5158,Bait,2000,2.5,3898
5159,Meet the Parents,2000,3.42,3948
5160,Miss Congeniality,2000,3.05,4025
5161,Snow Days,1999,4.5,4374
5162,Blackadder Back & Forth,1999,3.5,65133
5163,Tully,2000,2.75,5688
5164,2046,2004,4.07,27266
5165,A.I. Artificial Intelligence,2001,3.34,4370
5166,Big Eden,2000,4.5,4342
5167,Bread and Roses,2000,4.0,4300
5168,Groove,2000,4.0,3790
5169,Hannibal,2001,2.94,4148
5170,New Waterford Girl,1999,4.0,5896
5171,Pearl Harbor,2001,2.97,4310
5172,Rugrats in Paris: The Movie - Rugrats II,2000,2.25,3990
5173,Vovka v Tridevyatom tsarstve,1965,5.0,172793
5174,The Ladies Man,2000,1.58,3955
5175,Malèna,2000,3.7,3992
5176,100 Girls,2000,3.25,7541
5177,Dragonheart: A New Beginning,1999,4.5,117646
5178,Grass,1999,3.17,7124
5179,Road Trip,2000,3.09,3617
5180,Xi zao,1999,4.0,3787
5181,Bamboozled,2000,2.94,3943
5182,Enemy at the Gates,2001,3.51,4223
5183,Puteshestvie muravya,1983,5.0,173355
5184,The 6th Day,2000,2.8,3986
5185,Zhil-byl pyos,1982,5.0,170777
5186,A Christmas Carol,1999,3.0,95839
5187,Vampire Hunter D: Bloodlust,2000,3.11,5146
5188,Formula lyubvi,1984,5.0,145994
5189,Harrison's Flowers,2000,3.0,5221
5190,"Harry, un ami qui vous veut du bien",2000,4.5,4077
5191,Gangs of New York,2002,3.52,5956
5192,Loser,2000,3.3,3616
5193,Ready to Rumble,2000,2.25,3511
5194,Secret Society,2000,0.5,8632
5195,Unbreakable,2000,3.48,3994
5196,Beyond the Mat,1999,3.7,3327
5197,The Closer You Get,2000,4.5,3353
5198,An Everlasting Piece,2000,4.0,4032
5199,The Claim,2000,2.83,4035
5200,Larry David: Curb Your Enthusiasm,1999,5.0,136469
5201,Antitrust,2001,3.56,4052
5202,Best in Show,2000,3.69,3911
5203,Original Sin,2001,2.75,4699
5204,The Family Man,2000,3.13,4023
5205,Padal proshlogodniy sneg,1983,5.0,172577
5206,Plastilinovaya vorona,1981,5.0,170597
5207,Priklyucheniya kapitana Vrungelya,1976,5.0,172637
5208,Waydowntown,2000,3.67,5075
5209,Dracula 2000,2000,1.8,4030
5210,The Gift,2000,2.92,4020
5211,Human Nature,2001,3.5,5298
5212,The Kid,2000,2.59,3784
5213,Bandits,2001,2.67,4844
5214,The Tigger Movie,2000,3.17,3287
5215,Timecode,2000,3.0,3571
5216,Halloween: Resurrection,2002,2.0,5476
5217,Intacto,2001,4.25,5949
5218,Maelström,2000,4.0,5071
5219,Black Tar Heroin: The Dark End of the Street,2000,5.0,3303
5220,Blow,2001,3.81,4239
5221,Chopper,2000,2.0,4251
5222,Dead or Alive: Hanzaisha,1999,4.25,8142
5223,The Glass House,2001,2.75,4770
5224,La ley de Herodes,1999,3.0,7306
5225,Beautiful Creatures,2000,2.0,4242
5226,Beyond Re-Animator,2003,3.0,7202
5227,The Broken Hearts Club: A Romantic Comedy,2000,4.0,3914
5228,Brother,2000,3.75,4640
5229,Pay It Forward,2000,3.44,3969
5230,The Prime Gig,2000,2.5,172233
5231,964 Pinocchio,1991,1.0,140852
5232,Angel Eyes,2001,1.62,4305
5233,The Dead Hate the Living!,2000,3.0,44773
5234,Made,2001,2.67,4452
5235,The Score,2001,3.55,4448
5236,Spy Kids,2001,2.95,4232
5237,The 51st State,2001,2.67,5678
5238,Ghosts of Mars,2001,2.6,4735
5239,Proof of Life,2000,3.04,3998
5240,Les rivières pourpres,2000,3.5,4383
5241,Book of Shadows: Blair Witch 2,2000,1.12,3973
5242,Dinner Rush,2000,3.5,4772
5243,Smertelnaya skhvatka,1980,5.0,147250
5244,Atlantis: The Lost Empire,2001,3.34,4366
5245,Bartleby,2001,1.5,27306
5246,Bedazzled,2000,3.07,3968
5247,Mayor of the Sunset Strip,2003,3.5,8587
5248,Les misérables,2000,2.25,99532
5249,One Day in September,1999,4.0,3989
5250,The Others,2001,3.63,4720
5251,Sweet November,2001,3.31,4155
5252,Crocodile Dundee in Los Angeles,2001,2.19,4254
5253,Deuces Wild,2002,2.5,5347
5254,Down to Earth,2001,2.42,4153
5255,The Fast and the Furious,2001,3.07,4369
5256,Dinotopia,2002,3.33,64167
5257,3000 Miles to Graceland,2001,2.71,4159
5258,Batman Beyond: Return of the Joker,2000,3.5,27311
5259,Collateral Damage,2002,2.78,5093
5260,The Eyes of Tammy Faye,2000,3.75,3859
5261,Baran,2001,3.5,4964
5262,The Matrix Reloaded,2003,3.35,6365
5263,Musíme si pomáhat,2000,3.83,4347
5264,Novocaine,2001,2.62,4898
5265,Die Stille nach dem Schuss,2000,3.0,4074
5266,Summer Catch,2001,2.67,4736
5267,The Tao of Steve,2000,3.38,3852
5268,Un couple épatant,2002,4.0,7264
5269,La ville est tranquille,2000,4.0,4883
5270,Wo de fu qin mu qin,1999,,6668
5271,Ôdishon,1999,3.75,27317
5272,Dark Days,2000,3.67,7932
5273,The Nine Lives of Tomas Katz,2000,5.0,27320
5274,Ringu 0: Bâsudei,2000,3.0,32743
5275,The Salton Sea,2002,3.35,5329
5276,Better Than Sex,2000,3.5,4877
5277,Blinkende lygter,2000,4.5,6300
5278,The Filth and the Fury,2000,3.25,3539
5279,Josie and the Pussycats,2001,1.75,4248
5280,The Original Kings of Comedy,2000,3.25,3865
5281,Long Night's Journey Into Day,2000,4.0,4171
5282,The Mexican,2001,3.35,4161
5283,Prozac Nation,2001,3.0,6222
5284,The Tailor of Panama,2001,3.2,4234
5285,Le pacte des loups,2001,3.82,5026
5286,Pane e tulipani,2000,3.67,4644
5287,The Pledge,2001,3.29,4056
5288,101 Reykjavík,2000,3.5,6344
5289,Captain Corelli's Mandolin,2001,3.12,4727
5290,Equilibrium,2002,3.88,5903
5291,Mickey's Once Upon a Christmas,1999,5.0,72692
5292,Queen of the Damned,2002,2.36,5128
5293,Brat 2,2000,4.5,84844
5294,The Dangerous Lives of Altar Boys,2002,3.5,5421
5295,Double Take,2001,2.5,4053
5296,L'Anglaise et le duc,2001,4.0,5365
5297,Cats & Dogs,2001,2.82,4386
5298,Mandei,2000,4.5,27328
5299,Paradise Lost 2: Revelations,2000,4.0,27329
5300,Saving Silverman,2001,2.77,4149
5301,Say It Isn't So,2001,2.12,4229
5302,Sidewalks of New York,2001,2.5,4782
5303,Water,2005,3.5,43333
5304,The Center of the World,2001,3.67,4256
5305,La Ciénaga,2001,3.0,4825
5306,Dr. Dolittle 2,2001,2.36,4368
5307,Kung Pow: Enter the Fist,2002,3.22,5047
5308,The Four Feathers,2002,2.75,5611
5309,Freddy Got Fingered,2001,2.2,4255
5310,Ocean's Eleven,2001,3.84,4963
5311,Serendipity,2001,3.14,4823
5312,Slackers,2002,2.6,5080
5313,Sous le sable,2000,4.5,4273
5314,Vanity Fair,2004,3.5,8833
5315,Chocolat,2000,3.52,4014
5316,Harry Potter and the Sorcerer's Stone,2001,3.76,4896
5317,The New Guy,2002,2.5,5363
5318,Bully,2001,3.64,4450
5319,The Affair of the Necklace,2001,3.25,4959
5320,"Dude, Where's My Car?",2000,2.73,4015
5321,Exit Wounds,2001,2.75,4224
5322,Harvard Man,2001,3.0,5424
5323,L.I.E.,2001,4.33,4765
5324,The Matrix Revolutions,2003,3.15,6934
5325,Valentine,2001,3.5,4143
5326,Waking Life,2001,3.68,4873
5327,The Man Who Wasn't There,2001,3.74,4881
5328,Le battement d'ailes du papillon,2000,3.0,8575
5329,Bridget Jones's Diary,2001,3.62,4246
5330,Dust,2001,2.5,6691
5331,À ma soeur !,2001,3.0,4847
5332,Le placard,2001,3.38,4381
5333,Pursuit of Happiness,2001,3.5,8131
5334,Stuart Little 2,2002,2.6,5480
5335,To End All Wars,2001,4.0,8730
5336,Wet Hot American Summer,2001,3.64,4649
5337,Wit,2001,4.5,7572
5338,40 Days and 40 Nights,2002,3.0,5151
5339,The American Astronaut,2001,2.5,4777
5340,Italiensk for begyndere,2000,3.0,5051
5341,American Outlaws,2001,2.12,4721
5342,Swordfish,2001,3.1,4344
5343,Yi yi,2000,4.6,4334
5344,Tmavomodrý svet,2001,4.25,5425
5345,Someone Like You...,2001,3.5,4231
5346,Charlotte Gray,2001,3.75,5011
5347,Invincible,2001,3.5,5615
5348,Lost and Delirious,2001,3.62,4389
5349,Michael Jordan to the Max,2000,3.5,4453
5350,Crush,2001,2.5,5284
5351,Sen to Chihiro no kamikakushi,2001,4.16,5618
5352,Windtalkers,2002,2.88,5420
5353,Y tu mamá también,2001,3.95,5225
5354,Thir13en Ghosts,2001,2.46,4876
5355,Joe Dirt,2001,2.38,4247
5356,Amores perros,2000,3.93,4235
5357,Bulletproof Monk,2003,2.41,6294
5358,The Count of Monte Cristo,2002,3.83,5064
5359,Extremedays,2001,2.0,4818
5360,Guizi lai le,2000,4.0,5953
5361,Da Hip Hop Witch,2000,1.0,7282
5362,Lucky Break,2001,4.0,5285
5363,Die Another Day,2002,2.93,5872
5364,Big Trouble,2002,2.17,4774
5365,Hyôryû-gai,2000,3.0,6009
5366,Who Is Cletis Tout?,2001,2.5,5486
5367,The Musketeer,2001,1.5,4756
5368,Donnie Darko,2001,3.98,4878
5369,Dummy,2002,3.62,6710
5370,Focus,2001,3.5,4871
5371,George Carlin: Back in Town,1996,5.0,136445
5372,George Carlin: Jammin' in New York,1992,5.0,140265
5373,George Carlin: You Are All Diseased,1999,5.0,136447
5374,Heaven,2002,3.75,5633
5375,Lumumba,2000,3.0,4384
5376,Bella Martha,2001,3.5,5525
5377,Rollerball,2002,1.79,5094
5378,Tomcats,2001,2.0,4233
5379,Before Night Falls,2000,4.3,4021
5380,The Believer,2001,4.25,5379
5381,Les glaneurs et la glaneuse,2000,4.0,4237
5382,In the Bedroom,2001,3.0,4903
5383,Juwanna Mann,2002,1.5,5443
5384,Nueve reinas,2000,3.5,5319
5385,The Princess Diaries,2001,3.04,4700
5386,Super Troopers,2001,3.6,5110
5387,No Such Thing,2001,2.5,5268
5388,Ali,2001,3.0,5009
5389,Denis Leary: No Cure for Cancer,1993,3.0,169912
5390,For the Birds,2000,3.9,95858
5391,Hedwig and the Angry Inch,2001,4.18,4642
5392,Into the Arms of Strangers: Stories of the Kindertransport,2000,3.0,4769
5393,Rölli ja metsänhenki,2001,2.0,92730
5394,Baise-moi,2000,3.5,4390
5395,Billy Elliot,2000,3.85,3967
5396,Domestic Disturbance,2001,2.0,4885
5397,The Price of Milk,2000,4.5,4157
5398,The Trip,2002,2.0,6342
5399,Storytelling,2001,3.17,5074
5400,All Over the Guy,2001,3.0,4722
5401,Astérix & Obélix : Mission Cléopâtre,2002,4.0,27368
5402,Crazy/Beautiful,2001,3.4,4372
5403,Das Experiment,2001,3.86,5608
5404,Corky Romano,2001,1.33,4845
5405,The Deep End,2001,1.83,4723
5406,Daria in 'Is It Fall Yet?',2000,4.0,27369
5407,Killing Me Softly,2002,4.0,8588
5408,Krámpack,2000,4.0,4147
5409,Late Night Shopping,2001,4.5,27370
5410,Legally Blonde,2001,3.16,4447
5411,Rat Race,2001,3.06,4728
5412,Unfaithful,2002,3.5,5364
5413,La virgen de los sicarios,2000,4.0,4766
5414,61*,2001,5.0,27373
5415,Series 7: The Contenders,2001,2.5,4166
5416,Evolution,2001,3.04,4343
5417,Hart's War,2002,3.1,5107
5418,How to Lose a Guy in 10 Days,2003,3.28,6155
5419,John Q,2002,2.91,5108
5420,Po sledam bremenskikh muzykantov,1973,5.0,175387
5421,Dave Chappelle: Killin' Them Softly,2000,4.0,178613
5422,House of 1000 Corpses,2003,2.71,6290
5423,Margaret Cho: I'm the One That I Want,2000,5.0,3851
5424,Surviving Christmas,2004,2.75,8946
5425,Maid in Manhattan,2002,2.61,5943
5426,Buffalo Soldiers,2001,3.5,6567
5427,Rabbit-Proof Fence,2002,3.64,5446
5428,The Grey Zone,2001,3.25,5682
5429,Hearts in Atlantis,2001,2.92,4815
5430,Heist,2001,3.43,4889
5431,Manic,2001,3.0,6329
5432,American Pie 2,2001,3.07,4718
5433,High Heels and Low Lifes,2001,3.0,4879
5434,Last Orders,2001,3.0,5112
5435,The Pianist,2002,4.11,5995
5436,Reign of Fire,2002,2.72,5463
5437,Star Trek: Nemesis,2002,3.11,5944
5438,Out Cold,2001,3.0,4900
5439,The Triumph of Love,2001,2.0,5321
5440,The Sweetest Thing,2002,2.9,5296
5441,The Anniversary Party,2001,4.0,4345
5442,CQ,2001,3.0,5390
5443,Lucía y el sexo,2001,3.88,5477
5444,La pianiste,2001,4.0,5269
5445,Dayereh,2000,3.25,4252
5446,Liam,2000,2.0,4780
5447,Pinocchio,2002,3.5,5990
5448,Tortilla Soup,2001,3.25,4743
5449,The Animal,2001,2.14,4340
5450,Baby Boy,2001,0.5,4371
5451,El espinazo del diablo,2001,3.35,4902
5452,Possession,2002,3.5,5527
5453,The Safety of Objects,2001,3.0,6217
5454,Shallow Hal,2001,3.03,4890
5455,Startup.com,2001,3.6,4304
5456,Sweet Home Alabama,2002,3.05,5620
5457,The Curse of the Jade Scorpion,2001,2.5,4733
5458,Road to Perdition,2002,3.52,5464
5459,S.W.A.T.,2003,3.32,6595
5460,Scary Movie 2,2001,2.65,4388
5461,About Schmidt,2002,3.17,5945
5462,Cursed,2005,2.17,32011
5463,Kangaroo Jack,2003,1.75,6013
5464,High Crimes,2002,3.25,5282
5465,Panic Room,2002,3.0,5266
5466,Pootie Tang,2001,3.17,4373
5467,The Quiet American,2002,3.9,5876
5468,S1m0ne,2002,2.14,5530
5469,Lovely & Amazing,2001,3.2,5450
5470,The Bourne Identity,2002,3.82,5418
5471,Bubble Boy,2001,1.89,4732
5472,Lammbock,2001,4.5,7843
5473,The Reckoning,2003,3.5,7326
5474,Rose Red,2002,3.0,7646
5475,Dragonfly,2002,3.5,5127
5476,Ghost Rider,2007,2.25,51077
5477,Lantana,2001,3.83,4978
5478,My Big Fat Greek Wedding,2002,3.27,5299
5479,Paid in Full,2002,4.5,5786
5480,Tremors 3: Back to Perfection,2001,3.0,7846
5481,Vanilla Sky,2001,3.42,4975
5482,Digimon: The Movie,2000,3.0,3945
5483,Taking Sides,2001,3.5,6706
5484,Don't Say a Word,2001,2.5,4814
5485,Gongdong gyeongbi guyeok JSA,2000,4.25,27397
5486,Serving Sara,2002,3.25,5529
5487,Jay and Silent Bob Strike Back,2001,3.16,4734
5488,Session 9,2001,3.62,4725
5489,Adanggaman,2000,2.0,4449
5490,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,2000,3.5,102823
5491,Empire,2002,4.5,5901
5492,George Washington,2000,2.0,5258
5493,World Traveler,2001,4.0,5322
5494,Bicho de Sete Cabeças,2000,2.5,44719
5495,Jeepers Creepers,2001,2.5,4744
5496,Me Without You,2001,2.5,5461
5497,Men with Brooms,2002,4.0,5829
5498,Uptown Girls,2003,2.92,6619
5499,View from the Top,2003,2.38,6252
5500,2001 Maniacs,2005,3.25,51498
5501,Basic,2003,3.75,6263
5502,Catch Me If You Can,2002,3.92,5989
5503,Changing Lanes,2002,3.33,5293
5504,The Endurance: Shackleton's Legendary Antarctic Expedition,2000,3.5,4783
5505,Frailty,2001,3.86,5294
5506,Kissing Jessica Stein,2001,3.38,5222
5507,Life as a House,2001,3.89,4880
5508,Murder by Numbers,2002,2.86,5312
5509,America's Sweethearts,2001,2.58,4639
5510,Black Hawk Down,2001,3.81,5010
5511,Black Knight,2001,2.19,4899
5512,The Girl Next Door,2004,3.12,7346
5513,Big Fat Liar,2002,3.0,5092
5514,The Man from Elysian Fields,2001,3.0,5635
5515,Monsoon Wedding,2001,3.83,5135
5516,The Mothman Prophecies,2002,3.08,5065
5517,One Hour Photo,2002,3.47,5528
5518,Pumpkin,2002,3.0,5451
5519,Recess: School's Out,2001,4.0,4154
5520,Ripley's Game,2002,3.33,27408
5521,The Rookie,2002,3.29,5267
5522,The Royal Tenenbaums,2001,3.68,4979
5523,"Scotland, PA",2001,4.5,5095
5524,Stealing Harvard,2002,2.29,5573
5525,L'ultimo bacio,2001,4.0,5503
5526,Batoru rowaiaru,2000,3.93,7022
5527,The Cat's Meow,2001,2.5,5297
5528,Death to Smoochy,2002,3.32,5265
5529,A Man Apart,2003,2.25,6280
5530,Duplex,2003,2.43,6763
5531,Finding Nemo,2003,3.96,6377
5532,Kill Bill: Vol. 1,2003,3.96,6874
5533,Rush Hour 2,2001,3.37,4701
5534,Spy Game,2001,3.48,4901
5535,Avalon,2001,3.5,6790
5536,K-19: The Widowmaker,2002,3.5,5479
5537,The One,2001,2.75,4887
5538,The Ringer,2005,2.75,42013
5539,Scooby-Doo,2002,2.85,5419
5540,Adaptation.,2002,3.95,5902
5541,Brigham City,2001,4.0,4243
5542,Ice Age,2002,3.69,5218
5543,Jimmy Neutron: Boy Genius,2001,3.2,4990
5544,Thirteen Conversations About One Thing,2001,4.0,5391
5545,The Time Machine,2002,2.86,5171
5546,A Beautiful Mind,2001,4.0,4995
5547,The Majestic,2001,3.5,4994
5548,City by the Sea,2002,2.83,5563
5549,Betty Fisher et autres histoires,2001,2.0,5575
5550,Two Can Play That Game,2001,4.0,4759
5551,The Hunted,2003,3.0,6219
5552,Jalla! Jalla!,2000,3.75,27416
5553,Ma femme est une actrice,2001,4.0,5466
5554,Flandersui gae,2000,3.5,78626
5555,Ni na bian ji dian,2001,2.0,5028
5556,The Business of Strangers,2001,3.5,4965
5557,Confessions of a Dangerous Mind,2002,4.0,144606
5558,Our Lips Are Sealed,2000,3.5,145491
5559,Teknolust,2002,2.0,27420
5560,The Truth About Charlie,2002,2.5,5787
5561,Escaflowne,2000,3.25,5069
5562,My Boss's Daughter,2003,2.0,6687
5563,Kiss of the Dragon,2001,3.78,4387
5564,Stoked: The Rise and Fall of Gator,2002,2.0,6692
5565,Tadpole,2002,3.33,5485
5566,Welcome to Collinwood,2002,2.5,5636
5567,Eight Crazy Nights,2002,1.5,5879
5568,Eight Legged Freaks,2002,2.75,5478
5569,National Security,2003,2.5,6014
5570,Dak mo mai sing,2001,2.5,27426
5571,The Last Castle,2001,2.81,4866
5572,Claymation Christmas Celebration,1987,1.5,8574
5573,K-PAX,2001,3.48,4874
5574,Narc,2002,3.28,5959
5575,Punch-Drunk Love,2002,3.62,5673
5576,Haiku Tunnel,2001,3.0,4773
5577,Jump Tomorrow,2001,3.5,4451
5578,Ararat,2002,4.5,5817
5579,Darkness,2002,1.5,27434
5580,Der Herr Karl,1961,3.0,175781
5581,Max Keeble's Big Move,2001,2.5,4822
5582,Orange County,2002,2.63,5025
5583,Poolhall Junkies,2002,3.83,6193
5584,Tanguy,2001,2.5,32659
5585,Johnny English,2003,2.96,6550
5586,24 Hour Party People,2002,3.57,5508
5587,Callas Forever,2002,3.0,8964
5588,Le fate ignoranti,2001,4.5,5614
5589,The Hours,2002,3.7,5992
5590,People I Know,2002,3.0,6330
5591,Secretary,2002,3.9,5617
5592,Crossroads,2002,2.07,5106
5593,Wendigo,2001,2.5,5136
5594,Musa,2001,4.5,8795
5595,Blood: The Last Vampire,2000,3.25,27441
5596,Cowboy Bebop: Tengoku no tobira,2001,3.9,6283
5597,Dogtown and Z-Boys,2001,3.79,5325
5598,La mala educación,2004,3.75,8973
5599,Snipes,2001,2.5,5562
5600,Tape,2001,3.88,4888
5601,Versus,2000,3.75,7657
5602,Lilo & Stitch,2002,3.81,5444
5603,Shiqi sui de dan che,2001,4.0,5068
5604,About a Boy,2002,3.72,5377
5605,Below,2002,3.5,5663
5606,Blueberry,2004,2.5,27450
5607,Dogville,2003,4.03,7371
5608,I Am Sam,2001,3.76,5014
5609,The Scorpion King,2002,2.3,5313
5610,Not Another Teen Movie,2001,2.57,4974
5611,We Were Soldiers,2002,3.33,5152
5612,Mutant Aliens,2001,4.0,33090
5613,Ned Kelly,2003,3.0,7372
5614,All About the Benjamins,2002,2.5,5170
5615,Enough,2002,4.0,5387
5616,How High,2001,2.94,4989
5617,The Importance of Being Earnest,2002,3.85,5380
5618,Insomnia,2002,3.3,5388
5619,Spider,2002,3.33,6197
5620,Stanley Kubrick: A Life in Pictures,2001,4.0,68536
5621,Hollywood Ending,2002,4.0,5348
5622,Elling,2001,4.5,5890
5623,L'emploi du temps,2001,3.0,5272
5624,FLCL,2000,4.28,62336
5625,Gods and Generals,2003,3.0,6186
5626,The Good Girl,2002,3.21,5505
5627,Dark Blue,2002,3.0,6185
5628,Undercover Brother,2002,1.83,5401
5629,Divine Secrets of the Ya-Ya Sisterhood,2002,3.12,5415
5630,Sorority Boys,2002,2.38,5255
5631,Joe Somebody,2001,3.33,4991
5632,Mulan II,2004,2.5,110781
5633,Return to Never Land,2002,4.0,5109
5634,Trapped,2002,2.0,5612
5635,Amy's Orgasm,2001,4.0,5532
5636,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight,2002,4.0,62834
5637,The Banger Sisters,2002,2.0,5610
5638,Better Luck Tomorrow,2002,3.88,6288
5639,Bad Company,2002,2.88,5414
5640,Bloody Sunday,2002,3.6,5632
5641,Mr. Deeds,2002,2.91,5449
5642,Dog Soldiers,2002,4.67,5833
5643,Amen.,2002,3.83,6041
5644,Femme Fatale,2002,3.38,5809
5645,Garage Days,2002,1.25,6554
5646,Gosford Park,2001,3.7,5013
5647,The Guru,2002,3.0,6060
5648,Igby Goes Down,2002,3.67,5577
5649,Iris,2001,3.88,4976
5650,Undisputed,2002,2.75,5531
5651,A Walk to Remember,2002,3.5,5066
5652,Wasabi,2001,3.5,5628
5653,Snow Dogs,2002,2.33,5048
5654,Bubba Ho-Tep,2002,3.32,6755
5655,Cinemania,2002,4.0,6368
5656,The Good Thief,2002,4.0,6279
5657,Darkness Falls,2003,2.12,6040
5658,Life or Something Like It,2002,2.75,5324
5659,Love Liza,2002,3.33,6002
5660,Mike Bassett: England Manager,2001,4.0,74683
5661,The Emperor's New Clothes,2001,4.0,5422
5662,Porn Star: The Legend of Ron Jeremy,2001,2.5,4961
5663,Promises,2001,4.25,5224
5664,Spun,2002,3.25,6223
5665,Swimfan,2002,2.0,5564
5666,Tuck Everlasting,2002,3.25,5667
5667,National Lampoon's Van Wilder,2002,2.91,5283
5668,White Oleander,2002,2.5,5668
5669,Extreme Ops,2002,1.75,5880
5670,The Jungle Book 2,2003,3.0,6158
5671,Safar-e Ghandehar,2001,3.5,4977
5672,No Man's Land,2001,4.19,4967
5673,The Emperor's Club,2002,3.88,5873
5674,They,2002,1.5,5883
5675,8 femmes,2002,3.83,5613
5676,The Adventures of Mary-Kate & Ashley: The Case of the Christmas Caper,1995,3.0,95738
5677,American Psycho II: All American Girl,2002,2.5,27473
5678,And Now... Ladies and Gentlemen...,2002,4.0,6588
5679,Assassination Tango,2002,2.0,6267
5680,L'auberge espagnole,2002,4.0,6370
5681,Life and Debt,2001,4.0,6775
5682,Obsluhoval jsem anglického krále,2006,4.5,56060
5683,Showtime,2002,2.4,5220
5684,Syostry,2001,5.0,80124
5685,Ali G Indahouse,2002,3.0,27478
5686,The Anarchist Cookbook,2002,4.0,6551
5687,Dead or Alive 2: Tôbôsha,2000,4.5,27480
